career_seq,career_major_name,career_major_category,updated_at,general_selection_subjects,career_selection_subjects,convergence_selection_subjects,source_text,source_url,collected_at
469,전자공학과,공학계열,2020-12-02,대수|미적분 Ⅰ|확률과 통계|물리학|화학|지구과학|정보|기술|가정,기하|미적분Ⅱ|역학과 에너지|전자기와 양자|물질과 에너지|화학 반응의 세계|인공지능 기초|데이터 과학|로봇과 공학세계,창의 공학 설계|소프트웨어와 생활,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 전자공학과",https://www.career.go.kr/cloud/w/major/uView?seq=469,2026-06-02T12:19:15+00:00
470,전자과,공학계열,2020-12-02,대수|미적분 Ⅰ|확률과 통계|물리학|화학|지구과학|정보|기술|가정,기하|미적분Ⅱ|역학과 에너지|전자기와 양자|물질과 에너지|화학 반응의 세계|인공지능 기초|데이터 과학|로봇과 공학세계,창의 공학 설계|소프트웨어와 생활,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 전자공학과",https://www.career.go.kr/cloud/w/major/uView?seq=470,2026-06-02T12:19:15+00:00
479,전통조리과,자연계열,2020-12-02,대수|미적분 Ⅰ|확률과 통계|사회와 문화|화학|생명과학|기술|가정|정보,미적분Ⅱ|경제|물질과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전|생활과학 탐구,실용 통계,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 식품영양학과",https://www.career.go.kr/cloud/w/major/uView?seq=479,2026-06-02T12:19:15+00:00
484,정밀화학과,자연계열,2020-12-02,대수|미적분 Ⅰ|확률과 통계|물리학|화학|생명과학|정보,기하|미적분Ⅱ|역학과 에너지|전자기와 양자|물질과 에너지|화학 반응의 세계|세포와 물질대사|로봇과 공학세계,융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 화학공학과",https://www.career.go.kr/cloud/w/major/uView?seq=484,2026-06-02T12:19:16+00:00
488,정보보호학과,공학계열,2020-12-02,대수|확률과 통계|미적분 Ⅰ|인공지능 수학|물리학|정보,기하|미적분Ⅱ|인공지능 수학|전자기와 양자|역학과 에너지|로봇과 공학세계|인공지능 기초|데이터 과학,수학과 문화|실용 통계|수학과제 탐구|창의 공학 설계|소프트웨어와 생활,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 정보보안학과",https://www.career.go.kr/cloud/w/major/uView?seq=488,2026-06-02T12:19:16+00:00
490,정보통신공학과,공학계열,2020-12-02,대수|확률과 통계|미적분 Ⅰ|인공지능 수학|영어 Ⅰ|영어Ⅱ|영어독해와 작문|물리학|정보,기하|미적분Ⅱ|인공지능 수학|전자기와 양자|역학과 에너지|로봇과 공학세계|인공지능 기초|데이터 과학,실용 통계|융합과학 탐구|사회문제 탐구|창의 공학 설계|소프트웨어와 생활,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 정보통신공학과",https://www.career.go.kr/cloud/w/major/uView?seq=490,2026-06-02T12:19:17+00:00
491,정보통신과,공학계열,2020-12-02,대수|확률과 통계|미적분 Ⅰ|인공지능 수학|영어 Ⅰ|영어Ⅱ|영어독해와 작문|물리학|정보,기하|미적분Ⅱ|인공지능 수학|전자기와 양자|역학과 에너지|로봇과 공학세계|인공지능 기초|데이터 과학,실용 통계|융합과학 탐구|사회문제 탐구|창의 공학 설계|소프트웨어와 생활,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 정보통신공학과",https://www.career.go.kr/cloud/w/major/uView?seq=491,2026-06-02T12:19:17+00:00
495,제어계측공학과,공학계열,2020-12-02,대수|미적분 Ⅰ|확률과 통계|물리학|화학|지구과학|정보|기술|가정,기하|미적분Ⅱ|역학과 에너지|전자기와 양자|물질과 에너지|화학 반응의 세계|인공지능 기초|데이터 과학|로봇과 공학세계,창의 공학 설계|소프트웨어와 생활,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 제어계측공학과",https://www.career.go.kr/cloud/w/major/uView?seq=495,2026-06-02T12:19:18+00:00
496,제어계측과,공학계열,2020-12-02,대수|미적분 Ⅰ|확률과 통계|물리학|화학|지구과학|정보|기술|가정,기하|미적분Ⅱ|역학과 에너지|전자기와 양자|물질과 에너지|화학 반응의 세계|인공지능 기초|데이터 과학|로봇과 공학세계,창의 공학 설계|소프트웨어와 생활,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 제어계측공학과",https://www.career.go.kr/cloud/w/major/uView?seq=496,2026-06-02T12:19:18+00:00
498,제지공학과,공학계열,2020-12-02,대수|확률과 통계|미적분 Ⅰ|인공지능 수학|세계시민과 지리|사회와 문화|정보,기하|미적분Ⅱ|도시의 미래 탐구|경제|로봇과 공학세계|인공지능 기초|데이터 과학,실용 통계|사회문제 탐구|금융과 경제생활|윤리문제 탐구|창의공학 설계|소프트웨어와 생활,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 산업공학과",https://www.career.go.kr/cloud/w/major/uView?seq=498,2026-06-02T12:19:18+00:00
499,제철금속과,공학계열,2020-12-02,대수|미적분Ⅰ|확률과 통계|물리학|화학|생명과학|지구과학|정보,기하|미적분Ⅱ|역학과 에너지|전자기와 양자|물질과 에너지|화학 반응의 세계|세포와 물질대사|로봇과 공학세계,융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 재료공학과",https://www.career.go.kr/cloud/w/major/uView?seq=499,2026-06-02T12:19:19+00:00
500,제품디자인과,예체능계열,2020-12-02,독서와 작문|문학|대수|확률과 통계|영어Ⅰ|영어Ⅱ|영어 독해오작문|미술|정보,주제 탐구 독서|문학과 영상|미술 창작|미술 감상과 비평|인간과 심리,매체 의사소통|미디어 영어|세계 문화와 영어|여행지리|사회문제 탐구|미술과 매체,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 디자인과",https://www.career.go.kr/cloud/w/major/uView?seq=500,2026-06-02T12:19:19+00:00
504,조리과학과,자연계열,2020-12-02,대수|미적분 Ⅰ|확률과 통계|사회와 문화|화학|생명과학|기술|가정|정보,미적분Ⅱ|경제|물질과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전|생활과학 탐구,실용 통계,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 식품영양학과",https://www.career.go.kr/cloud/w/major/uView?seq=504,2026-06-02T12:19:20+00:00
10037,조선과,공학계열,2020-12-02,대수|미적분 Ⅰ|확률과 통계|물리학|화학|생명과학|지구과학|정보,기하|미적분Ⅱ|역학과 에너지|전자기와 양자|물질과 에너지|화학 반응의 세계|세포와 물질대사|지구시스템과학|데이터 과학,융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 해양공학과",https://www.career.go.kr/cloud/w/major/uView?seq=10037,2026-06-02T12:19:20+00:00
507,조소학과,예체능계열,2020-12-02,화법과 언어|독서와 작문|문학|영어 Ⅰ|영어Ⅱ|영어 독해와 작문|세계사|미술,주제 탐구 독서|문학과 영상|미술 창작|미술 감상과 비평|인간과 철학|인간과 심리,매체 의사소통|미디어 영어|세계 문화와 영어|여행지리|미술과 매체,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 조소과",https://www.career.go.kr/cloud/w/major/uView?seq=507,2026-06-02T12:19:20+00:00
21021,조형과,예체능계열,2020-12-02,화법과 언어|독서와 작문|문학|영어 I|영어Ⅱ|영어 독해와 작문|세계사|미술,주제 탐구 독서|문학과 영상|미술 창작|미술 감상과 비평|인간과 철학|인간과 심리,매체 의사소통|미디어 영어|세계 문화와 영어|여행지리|미술과 매체,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 공예과(조형학과)",https://www.career.go.kr/cloud/w/major/uView?seq=21021,2026-06-02T12:19:21+00:00
508,조형디자인학과,예체능계열,2020-12-02,화법과 언어|독서와 작문|문학|영어 I|영어Ⅱ|영어 독해와 작문|세계사|미술,주제 탐구 독서|문학과 영상|미술 창작|미술 감상과 비평|인간과 철학|인간과 심리,매체 의사소통|미디어 영어|세계 문화와 영어|여행지리|미술과 매체,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 공예과(조형학과)",https://www.career.go.kr/cloud/w/major/uView?seq=508,2026-06-02T12:19:21+00:00
510,종교교육과,교육계열,2020-12-02,화법과 언어|독서와 작문|문학|대수|미적분Ⅰ|확률과 통계|영어Ⅰ|영어Ⅱ|영어 독해와 작문|세계시민과 지리|세계사|사회와 문화|현대사회와 윤리|제2외국어 과목,주제 탐구 독서|영어 발표와 토론|동아시아 역사 기행|정치|법과사회|윤리와 사상|교육의 이해,독서 토론과 글쓰기|미디어 영어|역사로 탐구하는 현대 세계|사회문제 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 교육학과",https://www.career.go.kr/cloud/w/major/uView?seq=510,2026-06-02T12:19:22+00:00
511,종교학과,인문계열,2020-12-02,독서와 작문|세계시민과 지리|세계사|사회와 문화|현대사회와 윤리|정보,주제 탐구 독서|영미 문학 읽기|한국지리 탐구|동아시아 역사 기행|법과 사회|윤리와 사상|인문학과 윤리|미술 감상과 비평|삶과 종교|인간과 심리,세계 문화와 영어|여행지리|역사로 탐구하는 현대 세계|사회문제 탐구|윤리문제 탐구|과학의 역사와 문화|미술과 매체|지식 재산 일반,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 인류학과",https://www.career.go.kr/cloud/w/major/uView?seq=511,2026-06-02T12:19:22+00:00
598,주얼리디자인과,예체능계열,2020-12-02,독서와 작문|문학|대수|확률과 통계|영어Ⅰ|영어Ⅱ|영어 독해오작문|미술|정보,주제 탐구 독서|문학과 영상|미술 창작|미술 감상과 비평|인간과 심리,매체 의사소통|미디어 영어|세계 문화와 영어|여행지리|사회문제 탐구|미술과 매체,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 디자인과",https://www.career.go.kr/cloud/w/major/uView?seq=598,2026-06-02T12:19:23+00:00
514,중국어과,인문계열,2020-12-02,화법과 언어|독서와 작문|문학|세계시민과 지리|세계사|사회와 문화|제2외국어|한문,문학과 영상|인문학과 윤리|동아시아 역사 기행|국제 관계의 이해|제2외국어 회화|심화 제2외국어,언어생활 탐구|여행지리|역사로 탐구하는 현대 세계|사회문제 탐구|제2외국어 문화|언어생활과 한자,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 동양어학과",https://www.career.go.kr/cloud/w/major/uView?seq=514,2026-06-02T12:19:23+00:00
516,중국학과,인문계열,2020-12-02,세계시민과 지리|세계사|사회와 문화|제2외국어 과목,동아시아 역사 기행|정치|법과 사회|경제|국제 관계의 이해,기후변화와 지속가능한 세계|세계 문화와 영어,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 국제학과",https://www.career.go.kr/cloud/w/major/uView?seq=516,2026-06-02T12:19:23+00:00
520,중어중문학과,인문계열,2020-12-02,화법과 언어|독서와 작문|문학|세계시민과 지리|세계사|사회와 문화|제2외국어|한문,문학과 영상|인문학과 윤리|동아시아 역사 기행|국제 관계의 이해|제2외국어 회화|심화 제2외국어,언어생활 탐구|여행지리|역사로 탐구하는 현대 세계|사회문제 탐구|제2외국어 문화|언어생활과 한자,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 동양어학과",https://www.career.go.kr/cloud/w/major/uView?seq=520,2026-06-02T12:19:24+00:00
522,지구과학교육과,교육계열,2020-12-02,화법과 언어|독서와 작문|문학|대수|미적분Ⅰ|확률과 통계|영어Ⅰ|영어Ⅱ|영어 독해와 작문|물리학|화학|생명과학|지구과학|기술|가정|정보|생태와 환경,주제 탐구 독서|기하|미적분Ⅱ|역학과 에너지|전자기와 양자|물질과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전|지구시스템과학,기후변화와 환경생태|융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 과학교과교육과",https://www.career.go.kr/cloud/w/major/uView?seq=522,2026-06-02T12:19:24+00:00
524,지구정보공학과,자연계열,2020-12-02,대수|미적분 Ⅰ|확률과 통계|물리학|화학|생명과학|지구과학,기하|미적분Ⅱ|인공지능 수학|역학과 메너지|전자기와 양자|지구시스템과학|행성우주과학|물질과 에너지|화학 반응의 세계|한국지리 탐구,수학과제 탐구|실용 통계|기후변화와 환경생태|융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 지질학과",https://www.career.go.kr/cloud/w/major/uView?seq=524,2026-06-02T12:19:25+00:00
525,지구해양과학과,공학계열,2020-12-02,대수|미적분 Ⅰ|확률과 통계|물리학|화학|생명과학|지구과학|정보,기하|미적분Ⅱ|역학과 에너지|전자기와 양자|물질과 에너지|화학 반응의 세계|세포와 물질대사|지구시스템과학|데이터 과학,융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 해양공학과",https://www.career.go.kr/cloud/w/major/uView?seq=525,2026-06-02T12:19:25+00:00
526,지리교육과,교육계열,2020-12-02,화법과 언어|독서와 작문|문학|대수|미적분Ⅰ|확률과 통계|영어Ⅰ|영어Ⅱ|영어 독해와 작문|물리학|화학|생명과학|지구과학|기술|가정|정보|생태와 환경,주제 탐구 독서|기하|미적분Ⅱ|역학과 에너지|전자기와 양자|물질과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전|지구시스템과학,기후변화와 환경생태|융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 과학교과교육과",https://www.career.go.kr/cloud/w/major/uView?seq=526,2026-06-02T12:19:25+00:00
529,지리학과,자연계열,2020-12-02,대수|미적분 Ⅰ|확률과 통계|물리학|화학|생명과학|지구과학,기하|미적분Ⅱ|인공지능 수학|역학과 메너지|전자기와 양자|지구시스템과학|행성우주과학|물질과 에너지|화학 반응의 세계|한국지리 탐구,수학과제 탐구|실용 통계|기후변화와 환경생태|융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 지질학과",https://www.career.go.kr/cloud/w/major/uView?seq=529,2026-06-02T12:19:26+00:00
531,지방행정과,사회계열,2020-12-02,화법과 언어|독서와 작문|문학|확률과 통계|영어 I|영어프|영어독해와 작문|세계시민과 지리|사회와 문화|현대사회와 윤리|정보|제2외국어 과목|한문,주제 탐구 독서|영어 발표와 토론|정치|법과 사회|경제|윤리와 사상|국제 관계의 이해,독서 토론과 글쓰기|매체 의사소통|실용 통계|수학과제 탐구|사회문제 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 행정학과",https://www.career.go.kr/cloud/w/major/uView?seq=531,2026-06-02T12:19:26+00:00
535,지적과,자연계열,2020-12-02,대수|미적분 Ⅰ|확률과 통계|물리학|화학|생명과학|지구과학,기하|미적분Ⅱ|인공지능 수학|역학과 메너지|전자기와 양자|지구시스템과학|행성우주과학|물질과 에너지|화학 반응의 세계|한국지리 탐구,수학과제 탐구|실용 통계|기후변화와 환경생태|융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 지질학과",https://www.career.go.kr/cloud/w/major/uView?seq=535,2026-06-02T12:19:27+00:00
536,지적학과,자연계열,2020-12-02,대수|미적분 Ⅰ|확률과 통계|물리학|화학|생명과학|지구과학,기하|미적분Ⅱ|인공지능 수학|역학과 메너지|전자기와 양자|지구시스템과학|행성우주과학|물질과 에너지|화학 반응의 세계|한국지리 탐구,수학과제 탐구|실용 통계|기후변화와 환경생태|융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 지질학과",https://www.career.go.kr/cloud/w/major/uView?seq=536,2026-06-02T12:19:27+00:00
537,지질학과,자연계열,2020-12-02,대수|미적분 Ⅰ|확률과 통계|물리학|화학|생명과학|지구과학,기하|미적분Ⅱ|인공지능 수학|역학과 메너지|전자기와 양자|지구시스템과학|행성우주과학|물질과 에너지|화학 반응의 세계|한국지리 탐구,수학과제 탐구|실용 통계|기후변화와 환경생태|융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 지질학과",https://www.career.go.kr/cloud/w/major/uView?seq=537,2026-06-02T12:19:28+00:00
547,철도교통과,공학계열,2020-12-02,대수|미적분Ⅰ|확률과 통계|물리학|화학|생명과학|지구과학|정보,기하|미적분Ⅱ|도시의 미래 탐구|역학과 에너지|물질과 에너지|화학 반응의 세계|세포와 물질대사|지구시스템과학|데이터 과학,융합과학 탐구|과학의 역사와 문화,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 교통공학과",https://www.career.go.kr/cloud/w/major/uView?seq=547,2026-06-02T12:19:28+00:00
545,철도운전과,공학계열,2020-12-02,대수|미적분Ⅰ|확률과 통계|물리학|화학|생명과학|지구과학|정보,기하|미적분Ⅱ|도시의 미래 탐구|역학과 에너지|물질과 에너지|화학 반응의 세계|세포와 물질대사|지구시스템과학|데이터 과학,융합과학 탐구|과학의 역사와 문화,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 교통공학과",https://www.career.go.kr/cloud/w/major/uView?seq=545,2026-06-02T12:19:28+00:00
546,철도전기제어과,공학계열,2020-12-02,대수|미적분 Ⅰ|확률과 통계|물리학|화학|지구과학|정보|기술|가정,기하|미적분Ⅱ|역학과 에너지|전자기와 양자|물질과 에너지|화학 반응의 세계|인공지능 기초|데이터 과학|로봇과 공학세계,창의 공학 설계|소프트웨어와 생활,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 제어계측공학과",https://www.career.go.kr/cloud/w/major/uView?seq=546,2026-06-02T12:19:29+00:00
543,철도토목과,공학계열,2020-12-02,대수|미적분Ⅰ|확률과 통계|물리학|화학|생명과학|지구과학|정보,기하|미적분Ⅱ|도시의 미래 탐구|역학과 에너지|물질과 에너지|화학 반응의 세계|세포와 물질대사|지구시스템과학|데이터 과학,융합과학 탐구|과학의 역사와 문화,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 교통공학과",https://www.career.go.kr/cloud/w/major/uView?seq=543,2026-06-02T12:19:29+00:00
548,철학과,인문계열,2020-12-02,독서와 작문|문학|사회와 문화|현대사회와 윤리,주제 탐구 독서|영미 문학 일기|윤리와 사상|인문학과 윤리|법과 사회|인간과 철학|논리와 사고|인간과 심리,매체 의사소통|언어생활 탐구|사회문제 탐구|윤리문제 탐구|지식 재산 일반|논술,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 철학과",https://www.career.go.kr/cloud/w/major/uView?seq=548,2026-06-02T12:19:29+00:00
549,청소년복지과,사회계열,2020-12-02,현대사회와 윤리|사회와 문화|기술|가정,정치|법과 사회|생활과학 탐구,사회문제 탐구|윤리문제 탐구|생애 설계와 자립,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 아동학과",https://www.career.go.kr/cloud/w/major/uView?seq=549,2026-06-02T12:19:30+00:00
551,체육교육과,교육계열,2020-12-02,독서와 작문|문학|대수|미적분Ⅰ|확률과 통계|영어 I|영어 독해와 작문|사회와 문화|현대사회와 윤리|물리학|생명과학|화학|정보|교육학,경제|역학과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전|교육의 이해,매체 의사소통|실생활 영어 회화|실용 통계,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 체육교육과",https://www.career.go.kr/cloud/w/major/uView?seq=551,2026-06-02T12:19:30+00:00
552,체육학과,예체능계열,2020-12-02,독서와 작문|문학|대수|미적분I|확률과 통계|영어 Ⅰ|영어 독해와 작문|사회와 문화|현대사회와 윤리|물리학|생명과학|정보,경제|역학과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전|데이터 과학,매체 의사소통|실생활 영어 회화|실용 통계,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 체육학과",https://www.career.go.kr/cloud/w/major/uView?seq=552,2026-06-02T12:19:31+00:00
554,초등교육과,교육계열,2020-12-02,화법과 언어|독서와 작문|문학|대수|미적분Ⅰ|확률과 통계|영어Ⅰ|영어Ⅱ|영어 독해와 작문|세계시민과 지리|세계사|사회와 문화|현대사회와 윤리|물리학|화학|생명과학|지구과학|체육1|체육2|음악|미술|기술|가정,주제 탐구 독서|영어 발표와 토론|교육의 이해,독서 토론과 글쓰기|미디어 영어|사회문제 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 초등교육과",https://www.career.go.kr/cloud/w/major/uView?seq=554,2026-06-02T12:19:31+00:00
556,축산과,자연계열,2020-12-02,대수|미적분Ⅰ|확률과 통계|화학|생명과학|지구과학|정보,미적분Ⅱ|인공지능 수학|물질과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전|생활과학 탐구,실용 통계|기후변화와 환경생태,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 동물자원학과",https://www.career.go.kr/cloud/w/major/uView?seq=556,2026-06-02T12:19:32+00:00
557,축산학과,자연계열,2020-12-02,대수|미적분Ⅰ|확률과 통계|화학|생명과학|지구과학|정보,미적분Ⅱ|인공지능 수학|물질과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전|생활과학 탐구,실용 통계|기후변화와 환경생태,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 동물자원학과",https://www.career.go.kr/cloud/w/major/uView?seq=557,2026-06-02T12:19:32+00:00
562,치기공과,의약계열,2020-12-02,확률과 통계|물리학|화학|생명과학,물질과 에너지|화학 반응의 세계|인공지능 기초|데이터 과학|보건,융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 치기공학과",https://www.career.go.kr/cloud/w/major/uView?seq=562,2026-06-02T12:19:32+00:00
10054,치기공학과,의약계열,2020-12-02,확률과 통계|물리학|화학|생명과학,물질과 에너지|화학 반응의 세계|인공지능 기초|데이터 과학|보건,융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 치기공학과",https://www.career.go.kr/cloud/w/major/uView?seq=10054,2026-06-02T12:19:33+00:00
563,치위생과,의약계열,2020-12-02,확률과 통계|화학|생명과학|현대사회와 윤리,물질과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전|보건,생명과학 실험,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 치위생학과",https://www.career.go.kr/cloud/w/major/uView?seq=563,2026-06-02T12:19:33+00:00
10013,치위생학과,의약계열,2020-12-02,확률과 통계|화학|생명과학|현대사회와 윤리,물질과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전|보건,생명과학 실험,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 치위생학과",https://www.career.go.kr/cloud/w/major/uView?seq=10013,2026-06-02T12:19:34+00:00
564,치의예과,의약계열,2020-12-02,미적분Ⅰ|확률과 통계|물리학|화학|생명과학|현대사회와 윤리,미적분Ⅱ|기하|물질과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전,융합과학 탐구|화학 실험|생명과학 실험,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 치의예과",https://www.career.go.kr/cloud/w/major/uView?seq=564,2026-06-02T12:19:34+00:00
10011,컬러리스트과,예체능계열,2020-12-02,독서와 작문|문학|대수|확률과 통계|영어Ⅰ|영어Ⅱ|영어 독해오작문|미술|정보,주제 탐구 독서|문학과 영상|미술 창작|미술 감상과 비평|인간과 심리,매체 의사소통|미디어 영어|세계 문화와 영어|여행지리|사회문제 탐구|미술과 매체,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 디자인과",https://www.career.go.kr/cloud/w/major/uView?seq=10011,2026-06-02T12:19:34+00:00
569,컴퓨터공학과,공학계열,2020-12-02,대수|확률과 통계|미적분 Ⅰ|인공지능 수학|영어Ⅰ|영어Ⅱ|영어독해와 작문|물리학|정보,기하|미적분Ⅱ|인공지능 수학|전자기와 양자|역학과 에너지|로봇과 공학세계|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|창의 공학 설계|소프트웨어와 생활,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 컴퓨터공학과",https://www.career.go.kr/cloud/w/major/uView?seq=569,2026-06-02T12:19:35+00:00
21022,컴퓨터과,공학계열,2020-12-02,대수|확률과 통계|미적분 Ⅰ|인공지능 수학|영어Ⅰ|영어Ⅱ|영어독해와 작문|물리학|정보,기하|미적분Ⅱ|인공지능 수학|전자기와 양자|역학과 에너지|로봇과 공학세계|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|창의 공학 설계|소프트웨어와 생활,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 컴퓨터공학과",https://www.career.go.kr/cloud/w/major/uView?seq=21022,2026-06-02T12:19:35+00:00
570,컴퓨터과학과,공학계열,2020-12-02,대수|확률과 통계|미적분 Ⅰ|인공지능 수학|영어Ⅰ|영어Ⅱ|영어독해와 작문|물리학|정보,기하|미적분Ⅱ|인공지능 수학|전자기와 양자|역학과 에너지|로봇과 공학세계|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|창의 공학 설계|소프트웨어와 생활,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 컴퓨터공학과",https://www.career.go.kr/cloud/w/major/uView?seq=570,2026-06-02T12:19:36+00:00
571,컴퓨터교육과,교육계열,2020-12-02,화법과 언어|독서와 작문|문학|대수|미적분Ⅰ|확률과 통계|영어Ⅰ|영어Ⅱ|영어 독해와 작문|물리학|화학|생명과학|지구과학|기술|가정|정보|생태와 환경,주제 탐구 독서|기하|미적분Ⅱ|역학과 에너지|전자기와 양자|물질과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전|지구시스템과학,기후변화와 환경생태|융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 과학교과교육과",https://www.career.go.kr/cloud/w/major/uView?seq=571,2026-06-02T12:19:36+00:00
575,컴퓨터디자인학과,예체능계열,2020-12-02,독서와 작문|문학|대수|확률과 통계|영어Ⅰ|영어Ⅱ|영어 독해오작문|미술|정보,주제 탐구 독서|문학과 영상|미술 창작|미술 감상과 비평|인간과 심리,매체 의사소통|미디어 영어|세계 문화와 영어|여행지리|사회문제 탐구|미술과 매체,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 디자인과",https://www.career.go.kr/cloud/w/major/uView?seq=575,2026-06-02T12:19:36+00:00
